Chromosome	ORF	Promoter	UTR5	Start	End	UTR3	Terminator	End to end?	Tail to Tail?
chrII	YBR166C	174	45	571195	569837	86	0	1	0
chrII	YBR167C	Not available 	125	571885	571463	49	174	0	1
chrII	YBR168W	Not available 	Not available 	572366	573607	Not available 	Not available 	1	1
chrII	YBR169C	197	32	575991	573910	143	Not available 	1	0
chrII	YBR170C	100	51	578081	576339	119	197	0	0
chrII	YBR171W	131	28	578359	578979	127	0	1	0
chrII	YBR172C	217	97	581367	579145	110	28	1	0
chrII	YBR173C	Not available 	23	582167	581721	40	217	0	1
chrII	YBR175W	Not available 	Not available 	582403	583350	60	211	0	1
chrII	YBR174C	Not available 	Not available 	582647	582333	Not available 	Not available 	0	1
chrII	YBR176W	211	94	583715	584653	146	Not available 	1	0
chrII	YBR178W	Not available 	Not available 	586066	586440	Not available 	Not available 	1	1
chrII	YBR177C	Not available 	Not available 	586157	584802	117	0	1	1
chrII	YBR179C	Not available 	66	589109	586542	51	Not available 	1	0
chrII	YBR180W	Not available 	Not available 	589736	591454	Not available 	Not available 	1	0
chrII	YBR181C	Not available 	28	592769	591707	71	Not available 	1	1
chrII	YBR182C	Not available 	Not available 	594859	593501	Not available 	Not available 	0	1
chrII	YBR182C-A	Not available 	Not available 	595550	595356	Not available 	Not available 	0	0
chrII	YBR183W	Not available 	216	596110	597060	101	Not available 	0	1
chrII	YBR184W	Not available 	Not available 	597358	598929	Not available 	Not available 	1	1
chrII	YBR185C	Not available 	34	599954	599118	133	Not available 	1	1
chrII	YBR186W	Not available 	Not available 	600548	602355	Not available 	Not available 	0	1
chrII	YBR187W	Not available 	114	602629	603471	90	55	1	0
chrII	YBR188C	266	64	604102	603680	52	43	1	1
chrII	YBR189W	326	23	604503	605503	71	Not available 	0	1
chrII	YBR190W	Not available 	Not available 	605961	606272	Not available 	Not available 	0	1
chrII	YBR191W	Not available 	Not available 	606265	607135	27	Not available 	0	0
chrII	YBR191W-A	Not available 	Not available 	607144	607218	30	235	0	0
chrII	YBR192W	235	164	607647	608780	272	0	1	1
chrII	YBR193C	87	38	609748	609077	253	0	1	0
chrII	YBR194W	0	86	610033	610404	160	Not available 	1	1
chrII	YBR195C	Not available 	Not available 	611877	610609	90	29	1	1
chrII	YBR196C	8	43	613895	612231	138	Not available 	0	0
chrII	YBR196C-A	12	341	614168	614019	73	8	0	0
chrII	YBR196C-B	Not available 	Not available 	614625	614521	0	12	0	1
chrII	YBR197C	Not available 	Not available 	615851	615198	166	Not available 	0	1
chrII	YBR198C	176	80	618518	616122	76	Not available 	0	1
chrII	YBR199W	236	74	618904	620298	130	386	0	1
chrII	YBR200W	386	53	620867	622522	217	Not available 	0	1
chrII	YBR200W-A	Not available 	Not available 	622978	623142	Not available 	Not available 	0	0
chrII	YBR201W	Not available 	139	623572	624207	126	90	1	1
chrII	YBR201C-A	845	66	624692	624489	27	116	1	1
chrII	YBR202W	972	76	625767	628304	164	Not available 	0	0
chrII	YBR203W	Not available 	Not available 	629163	631937	Not available 	Not available 	1	0
chrII	YBR204C	Not available 	47	633376	632249	159	Not available 	1	0
chrII	YBR205W	Not available 	Not available 	633617	634831	Not available 	Not available 	0	0
chrII	YBR206W	Not available 	Not available 	634596	634919	92	97	0	0
chrII	YBR207W	97	33	635141	636538	119	0	1	1
chrII	YBR208C	Not available 	348	642205	636698	102	25	1	0
chrII	YBR209W	Not available 	Not available 	642578	642895	Not available 	Not available 	0	1
chrII	YBR210W	Not available 	27	645545	645973	216	0	1	0
chrII	YBR211C	632	99	647127	646153	92	61	1	0
chrII	YBR212W	312	350	647881	649899	23	Not available 	0	1
chrII	YBR213W	Not available 	Not available 	650363	651187	Not available 	Not available 	0	0
chrII	YBR214W	Not available 	84	651410	652993	180	83	0	0
chrII	YBR215W	83	95	653351	655312	118	106	1	0
chrII	YBR216C	0	35	657595	655571	219	0	1	1
chrII	YBR217W	0	35	657827	658387	307	0	1	1
chrII	YBR218C	Not available 	141	662244	658702	94	186	1	1
chrII	YBR219C	Not available 	Not available 	663298	662494	Not available 	Not available 	0	0
chrII	YBR220C	194	68	664672	662990	207	Not available 	0	0
chrII	YBR221C	51	203	666248	665148	214	194	0	0
chrII	YBR221W-A	50	21	666533	666637	31	0	1	0
chrII	YBR222C	Not available 	127	668346	666715	87	0	1	1
chrII	YBR223W-A	Not available 	Not available 	668716	668835	Not available 	Not available 	0	0
chrII	YBR224W	Not available 	Not available 	670120	670635	Not available 	Not available 	0	1
chrII	YBR223C	Not available 	Not available 	670292	668658	127	Not available 	1	0
chrII	YBR225W	Not available 	Not available 	670622	673324	Not available 	Not available 	1	1
chrII	YBR226C	Not available 	Not available 	673560	673150	Not available 	Not available 	1	0
chrII	YBR227C	18	47	675129	673567	111	Not available 	0	0
chrII	YBR228W	37	31	675308	676222	114	0	1	1
chrII	YBR229C	300	17	679216	676352	109	0	1	1
chrII	YBR230C	164	14	680045	679544	11	300	0	1
chrII	YBR230W-A	253	48	680357	680557	134	1425	1	0
chrII	YBR231C	171	58	683085	682174	41	1528	1	1
chrII	YBR233W	Not available 	Not available 	683423	684664	154	115	0	1
chrII	YBR232C	Not available 	Not available 	683727	683368	54	171	0	0
chrII	YBR233W-A	115	39	684972	685256	236	0	1	1
chrII	YBR234C	164	47	686587	685433	45	93	1	1
chrII	YBR235W	200	64	686896	690258	98	0	1	0
chrII	YBR236C	130	40	691688	690378	134	0	1	1
chrII	YBR237W	62	80	691964	694513	106	359	1	0
chrII	YBR238C	821	124	697297	695102	232	277	1	1
chrII	YBR239C	Not available 	143	699938	698349	107	821	0	0
chrII	YBR240C	Not available 	Not available 	701837	700485	Not available 	Not available 	0	0
chrII	YBR241C	501	64	704050	702584	68	Not available 	0	0
chrII	YBR242W	382	165	704665	705381	50	Not available 	1	0
chrII	YBR243C	Not available 	Not available 	706788	705442	Not available 	Not available 	1	1
chrII	YBR244W	Not available 	38	707523	708011	122	Not available 	1	0
chrII	YBR245C	Not available 	Not available 	711534	708145	83	13	1	0
chrII	YBR246W	0	37	711586	712749	94	152	1	0
chrII	YBR247C	299	4	714450	712999	94	119	1	1
chrII	YBR248C	247	82	716460	714802	49	299	0	1
chrII	YBR249C	Not available 	137	717989	716877	88	247	0	0
chrII	YBR250W	Not available 	Not available 	719028	720599	Not available 	Not available 	0	0
chrII	YBR251W	Not available 	40	721385	722308	80	204	0	1
chrII	YBR252W	204	14	722606	723049	64	105	0	0
chrII	YBR253W	105	47	723265	723630	93	2	1	1
chrII	YBR254C	48	6	724258	723731	138	0	1	0
chrII	YBR255W	40	15	724451	726535	139	0	1	1
chrII	YBR255C-A	245	36	727069	726613	71	0	1	0
chrII	YBR256C	620	21	728097	727381	31	245	0	0
chrII	YBR257W	694	58	728880	729719	142	0	1	1
chrII	YBR258C	59	23	730157	729729	39	0	1	1
chrII	YBR259W	49	137	730382	732448	143	24	1	1
chrII	YBR260C	66	19	734634	732634	103	0	1	1
chrII	YBR261C	94	27	735525	734827	108	66	0	1
chrII	YBR262C	Not available 	30	736035	735715	69	94	0	0
chrII	YBR263W	Not available 	Not available 	736259	737731	Not available 	Not available 	1	1
chrII	YBR264C	0	126	738364	737765	9	Not available 	1	0
chrII	YBR265W	149	55	738577	739539	125	166	0	0
chrII	YBR267W	166	6	739836	741017	121	Not available 	1	0
chrII	YBR266C	Not available 	Not available 	740383	739931	Not available 	Not available 	1	0
chrII	YBR268W	Not available 	7	741294	741611	95	445	1	0
chrII	YBR269C	143	4	742571	742155	128	409	1	1
chrII	YBR270C	289	69	744393	742756	38	143	0	1
chrII	YBR271W	402	14	744847	746106	96	Not available 	1	1
chrII	YBR272C	Not available 	Not available 	747798	746356	168	68	1	1
chrII	YBR273C	0	33	749366	748056	94	Not available 	0	1
chrII	YBR274W	84	45	749589	751172	194	0	1	0
chrII	YBR275C	431	32	757101	751351	108	26	1	1
chrII	YBR276C	Not available 	75	760039	757616	52	431	0	1
chrII	YBR278W	Not available 	Not available 	760290	760895	93	224	0	0
chrII	YBR277C	Not available 	Not available 	760612	760211	Not available 	Not available 	0	1
chrII	YBR279W	224	41	761253	762590	145	14	1	0
chrII	YBR280C	151	31	764693	762780	78	71	1	0
chrII	YBR281C	516	33	767602	764966	91	151	0	1
chrII	YBR282W	507	36	768236	768676	85	30	1	1
chrII	YBR283C	Not available 	148	770411	768939	139	88	1	1
chrII	YBR284W	Not available 	Not available 	771235	773628	Not available 	Not available 	0	0
chrII	YBR285W	Not available 	Not available 	773918	774352	Not available 	Not available 	0	1
chrII	YBR286W	Not available 	33	774696	776309	50	171	0	0
chrII	YBR287W	171	37	776567	777850	52	77	1	1
chrII	YBR288C	123	29	779459	778008	79	42	1	1
chrII	YBR289W	111	14	779663	782380	52	126	0	0
chrII	YBR290W	126	29	782587	783552	102	0	1	1
chrII	YBR291C	0	169	784568	783669	22	66	1	0
chrII	YBR292C	Not available 	Not available 	785069	784698	13	0	0	1
chrII	YBR293W	1430	489	787001	788425	124	Not available 	0	1
chrII	YBR294W	Not available 	Not available 	789230	791809	Not available 	Not available 	0	1
chrII	YBR295W	Not available 	66	792843	796493	131	133	1	1
chrII	YBR296C	Not available 	35	798516	796792	246	0	1	1
chrII	YBR296C-A	Not available 	Not available 	800236	800117	Not available 	Not available 	0	0
chrII	YBR297W	Not available 	54	800517	801923	209	338	1	1
chrII	YBR298C	Not available 	155	804469	802625	69	579	1	1
chrII	YBR298C-A	Not available 	Not available 	805250	805029	Not available 	Not available 	0	1
chrII	YBR299W	Not available 	Not available 	805345	807099	Not available 	Not available 	1	0
chrII	YBR301W	Not available 	Not available 	809051	809413	Not available 	Not available 	1	1
chrII	YBR300C	Not available 	Not available 	809091	808594	Not available 	Not available 	1	1
chrII	YBR302C	Not available 	Not available 	811473	810334	Not available 	Not available 	1	0
chrIII	YCL076W	Not available 	Not available 	1392	2135	Not available 	Not available 	1	1
chrIII	YCL073C	Not available 	Not available 	8326	6479	Not available 	Not available 	1	0
chrIII	YCL069W	Not available 	Not available 	9706	11082	Not available 	Not available 	1	1
chrIII	YCL068C	Not available 	Not available 	12285	11503	Not available 	Not available 	1	0
chrIII	YCL067C	Not available 	Not available 	13018	12386	Not available 	Not available 	0	1
chrIII	YCL066W	Not available 	Not available 	13282	13809	Not available 	Not available 	0	0
chrIII	YCL065W	Not available 	Not available 	13751	14119	Not available 	Not available 	1	0
chrIII	YCL064C	220	35	16880	15798	62	Not available 	1	1
chrIII	YCL063W	319	29	17290	18561	155	55	1	0
chrIII	YCL061C	193	45	22106	18816	154	72	1	0
chrIII	YCL059C	105	34	23379	22429	85	193	0	0
chrIII	YCL058W-A	Not available 	Not available 	23584	23925	66	23	1	0
chrIII	YCL058C	Not available 	Not available 	23981	23523	Not available 	Not available 	1	0
chrIII	YCL057C-A	298	18	24325	24032	108	Not available 	0	0
chrIII	YCL057W	318	17	24768	26906	127	0	1	0
chrIII	YCL056C	360	32	27359	26925	13	0	1	1
chrIII	YCL055W	427	130	27929	28936	178	2317	0	0
chrIII	YCL054W	2317	18	31449	33974	120	16	1	0
chrIII	YCL052C	397	33	35393	34143	153	0	1	1
chrIII	YCL051W	295	24	35865	37616	42	115	1	1
chrIII	YCL050C	810	63	38801	37836	86	110	1	1
chrIII	YCL049C	Not available 	139	40724	39786	112	810	0	0
chrIII	YCL048W-A	Not available 	Not available 	41488	41727	Not available 	Not available 	0	1
chrIII	YCL048W	Not available 	Not available 	42165	43556	Not available 	Not available 	1	1
chrIII	YCL047C	142	10	44437	43661	81	Not available 	1	1
chrIII	YCL046W	Not available 	Not available 	46640	46963	1123	0	1	0
chrIII	YCL045C	0	42	46905	44623	34	142	0	0
chrIII	YCL044C	188	27	48364	47111	147	Not available 	1	0
chrIII	YCL043C	0	39	50221	48653	74	188	0	1
chrIII	YCL042W	Not available 	Not available 	50584	50943	863	0	0	0
chrIII	YCL041C	Not available 	Not available 	50627	50133	553	0	0	1
chrIII	YCL040W	0	31	50838	52340	180	Not available 	0	1
chrIII	YCL039W	Not available 	Not available 	52645	54882	Not available 	Not available 	1	0
chrIII	YCL038C	Not available 	Not available 	56527	54941	Not available 	Not available 	1	1
chrIII	YCL037C	201	58	58678	57374	159	Not available 	0	1
chrIII	YCL036W	Not available 	Not available 	59026	60726	89	0	1	1
chrIII	YCL035C	268	44	61173	60841	92	Not available 	1	1
chrIII	YCL034W	362	31	61658	62722	173	0	1	1
chrIII	YCL033C	0	25	63282	62776	53	0	1	0
chrIII	YCL032W	67	39	63441	64481	197	0	1	0
chrIII	YCL031C	230	33	65568	64675	88	67	1	0
chrIII	YCL030C	Not available 	Not available 	68333	65934	103	230	0	0
chrIII	YCL029C	126	52	69921	68599	147	Not available 	0	1
chrIII	YCL028W	59	23	70150	71367	51	376	0	1
chrIII	YCL027W	376	9	71803	73341	80	0	1	0
chrIII	YCL026C-B	Not available 	74	73986	73405	38	17	1	1
chrIII	YCL026C-A	Not available 	Not available 	75285	74704	Not available 	Not available 	0	0
chrIII	YCL025C	Not available 	183	77919	76018	79	Not available 	0	0
chrIII	YCL024W	Not available 	380	79162	82275	90	Not available 	1	0
chrIII	YCL023C	Not available 	Not available 	79296	78949	Not available 	Not available 	0	0
chrIII	YCL022C	Not available 	Not available 	82085	81570	Not available 	Not available 	0	0
chrIII	YCL021W-A	Not available 	201	83620	83997	94	Not available 	0	1
chrIII	YCL018W	Not available 	Not available 	91324	92418	Not available 	Not available 	1	0
chrIII	YCL017C	119	96	94270	92777	123	Not available 	1	1
chrIII	YCL016C	349	33	95763	94621	136	119	0	1
chrIII	YCL014W	Not available 	Not available 	96281	101191	136	0	1	0
chrIII	YCL012C	167	65	101788	101317	115	Not available 	1	0
chrIII	YCL011C	85	46	103358	102075	55	167	0	1
chrIII	YCL010C	196	11	104350	103571	82	85	0	1
chrIII	YCL009C	28	11	105548	104619	62	196	0	1
chrIII	YCL008C	114	7	106853	105696	109	28	0	0
chrIII	YCL005W-A	Not available 	Not available 	107023	107417	104	457	0	1
chrIII	YCL007C	Not available 	Not available 	107366	106974	0	114	0	1
chrIII	YCL005W	457	43	108021	108791	115	119	0	1
chrIII	YCL004W	119	80	109105	110670	39	108	1	0
chrIII	YCL002C	166	26	111674	110843	116	0	1	1
chrIII	YCL001W	66	58	111914	112480	48	Not available 	0	0
chrIII	YCL001W-A	Not available 	Not available 	113078	113539	Not available 	Not available 	0	1
chrIII	YCL001W-B	Not available 	Not available 	113768	114022	Not available 	Not available 	0	0
chrIII	YCR001W	Not available 	Not available 	115683	115997	227	1121	1	1
chrIII	YCR002C	135	33	118346	117378	40	Not available 	1	1
chrIII	YCR003W	208	24	118618	119169	104	129	1	0
chrIII	YCR004C	331	171	120316	119573	165	215	1	1
chrIII	YCR005C	Not available 	46	122326	120944	126	331	0	0
chrIII	YCR006C	Not available 	Not available 	123001	122528	Not available 	Not available 	0	1
chrIII	YCR007C	1260	230	126728	126009	205	Not available 	0	1
chrIII	YCR008W	1396	139	128468	130279	250	165	1	1
chrIII	YCR009C	Not available 	49	131540	130743	75	250	1	0
chrIII	YCR010C	Not available 	Not available 	133122	132271	Not available 	Not available 	0	1
chrIII	YCR011C	570	136	136871	133722	54	Not available 	0	0
chrIII	YCR012W	777	42	137744	138994	167	0	1	1
chrIII	YCR013C	0	106	139047	138400	656	0	1	1
chrIII	YCR014C	Not available 	Not available 	140931	139183	130	0	0	0
chrIII	YCR015C	1027	356	142168	141215	53	Not available 	0	0
chrIII	YCR016W	1394	17	143632	144504	81	155	1	1
chrIII	YCR017C	433	31	147632	144771	184	66	1	0
chrIII	YCR018C	Not available 	Not available 	148901	148236	140	433	0	1
chrIII	YCR018C-A	Not available 	Not available 	151860	151606	Not available 	Not available 	0	0
chrIII	YCR019W	Not available 	Not available 	152835	153926	Not available 	Not available 	1	0
chrIII	YCR020C	Not available 	Not available 	154657	154010	38	Not available 	1	0
chrIII	YCR020C-A	0	8	155094	154828	146	Not available 	0	1
chrIII	YCR020W-B	16	62	155318	155554	779	0	1	1
chrIII	YCR021C	Not available 	77	157103	156105	138	351	1	0
chrIII	YCR022C	Not available 	Not available 	157761	157417	Not available 	Not available 	0	1
chrIII	YCR023C	232	76	160369	158534	245	Not available 	0	0
chrIII	YCR024C	184	21	162218	160740	63	232	0	1
chrIII	YCR024C-B	Not available 	Not available 	162861	162595	172	184	0	0
chrIII	YCR024C-A	Not available 	Not available 	163063	162941	Not available 	Not available 	0	1
chrIII	YCR025C	Not available 	Not available 	163852	163442	Not available 	Not available 	0	0
chrIII	YCR026C	799	63	166335	164107	215	Not available 	0	1
chrIII	YCR027C	2548	199	167995	167366	169	799	0	0
chrIII	YCR028C	272	89	172420	170882	140	2548	0	0
chrIII	YCR028C-A	162	59	173436	172946	165	272	0	1
chrIII	YCR030C	934	50	176434	173822	165	162	0	0
chrIII	YCR031C	1145	22	178216	177496	78	934	0	1
chrIII	YCR032W	1092	130	179516	186019	133	39	0	0
chrIII	YCR033W	39	294	186485	190165	113	283	0	0
chrIII	YCR034W	283	27	190588	191631	169	12	1	0
chrIII	YCR035C	177	18	193014	191830	154	18	1	1
chrIII	YCR036W	89	36	193293	194294	84	Not available 	1	1
chrIII	YCR037C	Not available 	Not available 	197181	194410	Not available 	Not available 	1	0
chrIII	YCR038W-A	Not available 	Not available 	199289	199414	Not available 	Not available 	1	0
chrIII	YCR038C	Not available 	Not available 	199545	197617	6	Not available 	1	1
chrIII	YCR039C	Not available 	Not available 	200174	199542	Not available 	Not available 	0	0
chrIII	YCR040W	Not available 	Not available 	200438	200965	Not available 	Not available 	0	0
chrIII	YCR041W	Not available 	Not available 	200907	201239	Not available 	Not available 	1	1
chrIII	YCR042C	Not available 	Not available 	205393	201170	Not available 	Not available 	1	0
chrIII	YCR043C	109	43	206640	206257	148	Not available 	0	1
chrIII	YCR044C	Not available 	39	207946	206873	81	109	0	1
chrIII	YCR045W-A	Not available 	Not available 	208747	209097	Not available 	Not available 	1	0
chrIII	YCR045C	Not available 	Not available 	209606	208131	Not available 	Not available 	1	1
chrIII	YCR046C	Not available 	17	210419	209910	88	Not available 	0	1
chrIII	YCR047W-A	Not available 	Not available 	211297	211503	Not available 	Not available 	1	1
chrIII	YCR047C	Not available 	89	211541	210714	146	Not available 	1	1
chrIII	YCR048W	Not available 	Not available 	211925	213757	183	Not available 	1	0
chrIII	YCR049C	Not available 	Not available 	212313	211867	Not available 	Not available 	0	0
chrIII	YCR050C	Not available 	Not available 	213768	213460	Not available 	Not available 	1	0
chrIII	YCR051W	Not available 	6	214067	214735	134	101	0	0
chrIII	YCR052W	101	20	214990	216441	211	Not available 	0	1
chrIII	YCR053W	Not available 	Not available 	216693	218237	88	0	1	0
chrIII	YCR054C	207	83	220063	218372	428	Not available 	1	1
chrIII	YCR057C	0	127	223224	220453	100	207	0	1
chrIII	YCR059C	30	15	224226	223450	161	0	0	1
chrIII	YCR060W	0	15	224395	224730	124	647	0	1
chrIII	YCR061W	647	58	225559	227454	360	Not available 	1	0
chrIII	YCR063W	Not available 	Not available 	228314	228787	Not available 	Not available 	0	1
chrIII	YCR064C	Not available 	Not available 	228501	228091	Not available 	Not available 	1	0
chrIII	YCR065W	Not available 	88	229306	231000	36	425	0	1
